phoneNumber,countryCode,name,categoryName,updateCategoryName
9876131037,+91,JMeter User 40,Project Team,Updated Project
9876035737,+91,JMeter User 41,Research Group,Updated Research
9876380206,+91,JMeter User 42,Training Team,Updated Training
9876598949,+91,JMeter User 43,Consulting Group,Updated Consulting
9876867412,+91,JMeter User 44,Advisory Board,Updated Advisory
9876144088,+91,JMeter User 45,Executive Team,Updated Executive
9876324423,+91,JMeter User 46,Board Members,Updated Board
9876146964,+91,JMeter User 47,Investors,Updated Investors
9876310662,+91,JMeter User 48,Mentors,Updated Mentors
9876309502,+91,JMeter User 49,Partners,Updated Partners
9876873144,+91,JMeter User 50,Clients,Updated Clients
9876538999,+91,JMeter User 51,Vendors,Updated Vendors
9876914469,+91,JMeter User 52,Suppliers,Updated Suppliers
9876025199,+91,JMeter User 53,Contractors,Updated Contractors
9876404901,+91,JMeter User 54,Freelancers,Updated Freelancers
9876570174,+91,JMeter User 55,Consultants,Updated Consultants
9876965887,+91,JMeter User 56,Alumni Network,Updated Alumni
9876324609,+91,JMeter User 57,Industry Contacts,Updated Industry
9876414053,+91,JMeter User 58,Media Contacts,Updated Media
9876712132,+91,JMeter User 59,Government Relations,Updated Government
9876826916,+91,JMeter User 60,Legal Team,Updated Legal
9876096885,+91,JMeter User 61,Compliance Team,Updated Compliance
9876630124,+91,JMeter User 62,Security Team,Updated Security
9876720869,+91,JMeter User 63,Facilities Team,Updated Facilities
9876429966,+91,JMeter User 64,Procurement Team,Updated Procurement
9876123889,+91,JMeter User 65,Logistics Team,Updated Logistics
9876056588,+91,JMeter User 66,Supply Chain,Updated Supply
9876246512,+91,JMeter User 67,Quality Team,Updated Quality
9876280187,+91,JMeter User 68,Safety Team,Updated Safety
9876251054,+91,JMeter User 69,Environmental Team,Updated Environmental
9876838935,+91,JMeter User 70,Sustainability Team,Updated Sustainability
9876034004,+91,JMeter User 71,Innovation Team,Updated Innovation
9876486255,+91,JMeter User 72,Strategy Team,Updated Strategy
9876506165,+91,JMeter User 73,Planning Team,Updated Planning
9876370879,+91,JMeter User 74,Analytics Team,Updated Analytics
9876185544,+91,JMeter User 75,Data Science Team,Updated Data
9876959175,+91,JMeter User 76,AI/ML Team,Updated AI
9876526225,+91,JMeter User 77,Cloud Team,Updated Cloud
9876755777,+91,JMeter User 78,Infrastructure Team,Updated Infrastructure
9876468586,+91,JMeter User 79,Network Team,Updated Network
9876895738,+91,JMeter User 80,Database Team,Updated Database
9876788817,+91,JMeter User 81,DevOps Team,Updated DevOps
9876451155,+91,JMeter User 82,Mobile Team,Updated Mobile
9876153738,+91,JMeter User 83,Web Team,Updated Web
9876661411,+91,JMeter User 84,Frontend Team,Updated Frontend
9876638084,+91,JMeter User 85,Backend Team,Updated Backend
9876202804,+91,JMeter User 86,Full Stack Team,Updated FullStack
9876231160,+91,JMeter User 87,API Team,Updated API
9876421043,+91,JMeter User 88,Integration Team,Updated Integration
9876255475,+91,JMeter User 89,Testing Team,Updated Testing
9876191669,+91,JMeter User 90,Automation Team,Updated Automation
9876023381,+91,JMeter User 91,Performance Team,Updated Performance
9876582636,+91,JMeter User 92,Monitoring Team,Updated Monitoring
9876595919,+91,JMeter User 93,Support Team,Updated Support
9876325753,+91,JMeter User 94,Maintenance Team,Updated Maintenance
9876600493,+91,JMeter User 95,Documentation Team,Updated Documentation
9876959698,+91,JMeter User 96,Training Team,Updated Training
9876779932,+91,JMeter User 97,Knowledge Team,Updated Knowledge
9876126256,+91,JMeter User 98,Communication Team,Updated Communication
9876178253,+91,JMeter User 99,Event Team,Updated Event
9876936325,+91,JMeter User 100,Community Team,Updated Community
